Date.x,Close,RollingVolatility,Year,Date.y,RiskFreeRate,Total Debt
2025-03-17,12.16,0.4051699289328172,2025,2025-03-03,1.38,NA
2025-03-17,12.16,0.4051699289328172,2025,2025-04-01,1.37,NA
2025-03-24,12.49,0.3996273182026095,2025,2025-03-03,1.38,NA
2025-03-24,12.49,0.3996273182026095,2025,2025-04-01,1.37,NA
2025-03-31,11.79,0.4047384630130882,2025,2025-03-03,1.38,NA
2025-03-31,11.79,0.4047384630130882,2025,2025-04-01,1.37,NA
2025-03-31,11.79,0.4047384630130882,2025,2025-04-25,1.56,NA
2025-04-07,14.38,0.445401392914333,2025,2025-04-01,1.37,NA
2025-04-07,14.38,0.445401392914333,2025,2025-04-25,1.56,NA
2025-04-14,14.8,0.44338825976096385,2025,2025-04-01,1.37,NA
2025-04-14,14.8,0.44338825976096385,2025,2025-04-25,1.56,NA
2025-04-21,14.49,0.44445190126295975,2025,2025-04-01,1.37,NA
2025-04-21,14.49,0.44445190126295975,2025,2025-04-25,1.56,NA
2025-04-28,14.78,0.4428497806252991,2025,2025-04-01,1.37,NA
2025-04-28,14.78,0.4428497806252991,2025,2025-04-25,1.56,NA
2025-04-29,14.59,0.42468135511527494,2025,2025-04-01,1.37,NA
2025-04-29,14.59,0.42468135511527494,2025,2025-04-25,1.56,NA
